ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links
46, A PyNN interface to GeNN ,PyNN is a project written in python that aims at interfacing a handful of neural network simulators. A unified high level interface means that a..., Anton Komissarov ," Mentor  Jamie Knight, Thomas Nowotny ", Organization  INCF ,/archive/2018/projects/6695104005799936,https://gist.github.com/braintimeException/109f1f43f1e920435444bb58bf3765e3,No,Yes,"PyNN is a project written in python that aims at interfacing a handful of neural network simulators. A unified high level interface means that a model can be configured easily and only once and then it can be deployed on all supported simulators. Different simulators provide diverse features and also might use various numerical approaches and approximations leading to possibly different results. Having an option to compare data from several simulators without extra work is a great feature PyNN offers.
GeNN is an efficient neural network simulator written in C++. The characteristic feature of this simulator is the ability to run simulation on GPU thus greatly decreasing required computational time.
Interfacing GeNN from PyNN would be a valuable acquisition for both projects. PyNN will have another, faster simulator at hand and GeNN will get a python interface. Python is much more widespread among the neuroscientists. Having such an interface will help to make GeNN more popular and hopefully will reduce the time scientists spent on their simulations.","['https://github.com/genn-team/genn/pull/202', 'https://github.com/genn-team/genn/pull/202/commits/bba88faf68e951cc3cb673928e519d7908437f9c', 'https://github.com/genn-team/genn/pull/196']",[]
47, OpenSNA ,"A ground-up implementation of a toolkit to extract, analyze and visualize interactions in multiple social networks", Malith Senaweera ," Mentor  Kenneth Thilakarathna, Oshan Chanitha Viduranga, Kasun Bandara, Charitha Elvitigala, Eranda Tennakoon, KGG ", Organization  Sustainable Computing Research Group (SCoRe) ,/archive/2018/projects/6696800115228672,https://github.com/scorelab/GSoC/blob/master/GSoC-2018/Malith_Senaweera-OpenSNA.md,No,Yes,"A ground-up implementation of a toolkit to extract, analyze and visualize interactions in multiple social networks",[],[]
48, Android and wear app ,"The v2+ of the android app of Rocket Chat is already under progress and seems to work well so far. For the summer of code'18, I intend to extend...", Aniket Singh ," Mentor  Lucio Maciel, Filipe Brito ", Organization  Rocket.Chat ,/archive/2018/projects/6697251355230208,https://gist.github.com/aniketsingh03/d71a3cc2e363f2fe0f680cf23996b2e9,No,Yes,"The v2+ of the android app of Rocket Chat is already under progress and seems to work well so far. For the summer of code'18, I intend to extend Rocket Chat to be used in ubiquitous platforms like android wear. I'll be building the wear app from scratch this summer. Apart from this, I also intend to work on more advanced features for the android app like integrating google smart lock , adding support for private chat groups , and will keep working on issues reported during the GSoC period to improve the user experience for the mobile app.","['https://github.com/RocketChat/Rocket.Chat.Android/pull/1275', 'https://github.com/RocketChat/Rocket.Chat.Android/pull/1280', 'https://github.com/RocketChat/Rocket.Chat.Android/pull/1333']",[]
49, General Improvements and Bug Fixes for OWASP-Nettacker ,"OWASP Nettacker is a project that automatically gathers information, scans network for vulnerabilities and eventually generates a report for...", Shaddy Garg ," Mentor  SriHarsha, Ali Razmjoo Qalaei, Abbas Naderi ", Organization  OWASP Foundation ,/archive/2018/projects/6698471998357504,https://medium.com/@shaddygarg/google-summer-of-code-final-submission-12eb98993ba8,No,No,"OWASP Nettacker is a project that automatically gathers information, scans network for vulnerabilities and eventually generates a report for networks, including services, bugs, vulnerabilities, misconfigurations, and other information. A lot of small improvements can be done to Nettacker. A lot of features have been mentioned in the issue tracker but have remained stagnant since then. I plan to add most of these features (tagged as both enhancement and help wanted) by the end of GSoC period and keep fixing bugs reported during the GSoC period.",[],[]
50, Convert “git stash” to builtin ,"Currently, many components of Git are still in the form of Shell or Perl scripts. This choice makes sense especially when considering how faster new...", Paul-Sebastian Ungureanu , Mentor  Johannes Schindelin , Organization  Git ,/archive/2018/projects/6700324135895040,https://github.com/ungps/gsoc2018,No,No,"Currently, many components of Git are still in the form of Shell or Perl scripts. This choice makes sense especially when considering how faster new features can be implemented in Shell and Perl scripts, rather than writing them in C. However, in production, where Git runs daily on millions of computers with distinct configurations (i.e. different operating systems) some problems appear (i.e. POSIX-to-Windows path conversion issues).
The idea of this project is to take “git-stash.sh” and reimplement it in C. Apart from fixing compatibility issues and increasing the performance by going one step closer to native code, I believe this is an excellent excuse to fix long-standing bugs or implement new minor features.","['https://github.com/git/git/pull/495', 'https://github.com/git/git/pull/504']",[]
1, Adding 'User' search filters to the existing filter menu ,The User filter’s purpose is to display edits made by particular users. It will be added to the main filter panel. Desired features include the..., Hagar Shilo , Mentor  Moriel Schottlender , Organization  Wikimedia Foundation ,/archive/2018/projects/6702185937108992,https://gist.github.com/strayblues/8c22a4e3be7cbded4ab1808f8639d945,No,Yes,"The User filter’s purpose is to display edits made by particular users. It will be added to the main filter panel. Desired features include the selection of multiple users and an ""Exclude selected"" button for inverting the search function. This proposal is based on an existing task (https://phabricator.wikimedia.org/T167224), which already has a spec and some UI mockups.",[],[]
2, CLocal Azure ,An emulation engine for Azure services to try out in local environment, Lakindu Gunasekara ," Mentor  Rumesh Hapuarachchi, Lasitha Petthawadu, Charitha Elvitigala, Rajika Abeyrathne ", Organization  Sustainable Computing Research Group (SCoRe) ,/archive/2018/projects/6714490414432256,https://github.com/scorelab/GSoC/blob/master/GSoC-2018/Lakindu_Gunasekara-CLocal_Azure.md,No,No,An emulation engine for Azure services to try out in local environment,['https://github.com/cloudlibz/clocal-azure/pull/2'],[]
3, P5.js WebGL Updates ,This project would build upon P5.js’ webGL functionality with a focus on helping the beginning coder understand how the computer represents and..., Aidan Nelson , Mentor  Kate Hollenbach , Organization  The Processing Foundation ,/archive/2018/projects/6720556116213760,https://github.com/processing/p5.js/blob/master/developer_docs/project_wrapups/aidannelson_gsoc_2018.md,No,Yes,"This project would build upon P5.js’ webGL functionality with a focus on helping the beginning coder understand how the computer represents and manipulates objects in 3D space.  By expanding the camera API, documentation, and beginning to implement missing 3D primitives, I hope to make using the webGL mode in p5 as easy as possible.",[],[]
4, Rich Text Editor Upgrade ,"The aim of this project is to upgrade Oppia’s Rich Text Editor (RTE), which authors use to create lesson content. The current RTE, based on...", Nitish Bansal , Mentor  Allan Zhou , Organization  Oppia Foundation ,/archive/2018/projects/6723359119245312,https://bansalnitish.github.io/gsoc-post/,No,Yes,"The aim of this project is to upgrade Oppia’s Rich Text Editor (RTE), which authors use to create lesson content. The current RTE, based on textAngular, cannot render previews of certain rich-text components during editing. TextAngular editor will be replaced by CKEditor to achieve desired functionality.","['https://github.com/mozilla/brackets/pull/916', 'https://github.com/oppia/oppia/pull/4947', 'https://github.com/oppia/oppia/pull/4985', 'https://github.com/oppia/oppia/pull/5020', 'https://github.com/oppia/oppia/pull/5050', 'https://github.com/oppia/oppia/pull/5065', 'https://github.com/oppia/oppia/pull/5185', 'https://github.com/oppia/oppia/pull/5192', 'https://github.com/oppia/oppia/pull/5228', 'https://github.com/oppia/oppia/pull/5255', 'https://github.com/oppia/oppia/pull/5258', 'https://github.com/oppia/oppia/pull/5318', 'https://github.com/oppia/oppia/pull/5352', 'https://github.com/oppia/oppia/pull/5362', 'https://github.com/oppia/oppia/pull/5401', 'https://github.com/oppia/oppia/pull/5424']","['https://github.com/oppia/oppia/issues/3576', 'https://github.com/oppia/oppia/issues/3032', 'https://github.com/oppia/oppia/issues/2083']"
5, CLocal GCP ,CLocal gcp will be a tool which can be used to test Google cloud products locally before running them in the actual cloud platform. And later..., Dilantha Wijayarathne ," Mentor  Rumesh Hapuarachchi, Lasitha Petthawadu, Charitha Elvitigala, Rajika Abeyrathne ", Organization  Sustainable Computing Research Group (SCoRe) ,/archive/2018/projects/6725478417170432,https://github.com/scorelab/GSoC/blob/master/GSoC-2018/Dilantha_Wijayarathne-CLocal_GCP.md,No,No,CLocal gcp will be a tool which can be used to test Google cloud products locally before running them in the actual cloud platform. And later migrating them to the cloud. This will save cost and will be a more developer friendly experience.,[],[]
